KundenID;Geschlecht;Geburtsdatum;Adresse;PLZ;Ort
11814;männlich;2002-12-26;Musterstraße 57;80331;München
11815;weiblich;1944-05-15;Musterstraße 21;40213;Düsseldorf
11816;weiblich;1979-01-09;Musterstraße 88;50667;Köln
11817;divers;1941-06-09;Musterstraße 2;80331;München
11818;männlich;1957-07-08;Musterstraße 44;04109;Leipzig
11819;männlich;1945-11-07;Musterstraße 42;40213;Düsseldorf
11820;divers;1975-11-18;Musterstraße 16;45127;Essen
11821;männlich;1976-04-18;Musterstraße 7;50667;Köln
11822;männlich;2007-10-18;Musterstraße 59;20095;Hamburg
11823;männlich;1978-01-15;Musterstraße 8;04109;Leipzig
11824;weiblich;1970-10-24;Musterstraße 35;04109;Leipzig
11825;divers;2006-03-22;Musterstraße 8;40213;Düsseldorf
11826;männlich;1977-10-01;Musterstraße 11;80331;München
11827;divers;1968-04-21;Musterstraße 80;80331;München
11828;divers;1948-07-04;Musterstraße 15;20095;Hamburg
11829;divers;1973-03-06;Musterstraße 12;40213;Düsseldorf
11830;divers;1958-04-16;Musterstraße 8;45127;Essen
11831;männlich;1979-08-01;Musterstraße 79;10115;Berlin
11832;weiblich;1971-04-07;Musterstraße 49;45127;Essen
11833;männlich;1952-02-01;Musterstraße 3;20095;Hamburg
11834;männlich;1981-02-26;Musterstraße 58;44135;Dortmund
11835;divers;1989-04-28;Musterstraße 30;04109;Leipzig
11836;weiblich;1986-07-30;Musterstraße 95;44135;Dortmund
11837;männlich;1965-06-04;Musterstraße 48;04109;Leipzig
11838;männlich;1968-06-08;Musterstraße 20;80331;München
11839;weiblich;1987-03-04;Musterstraße 13;10115;Berlin
11840;weiblich;2008-09-22;Musterstraße 8;80331;München
11841;divers;1994-09-29;Musterstraße 10;20095;Hamburg
11842;divers;1997-12-09;Musterstraße 16;45127;Essen
11843;weiblich;1966-08-11;Musterstraße 16;10115;Berlin
11844;männlich;1989-07-29;Musterstraße 41;40213;Düsseldorf
11845;weiblich;2001-11-08;Musterstraße 32;70173;Stuttgart
11846;weiblich;1977-03-09;Musterstraße 25;45127;Essen
11847;divers;1964-08-20;Musterstraße 89;10115;Berlin
11848;männlich;1944-12-16;Musterstraße 56;50667;Köln
11849;divers;1982-09-16;Musterstraße 80;40213;Düsseldorf
11850;männlich;2006-09-05;Musterstraße 1;50667;Köln
11851;weiblich;1955-01-01;Musterstraße 29;44135;Dortmund
11852;männlich;1976-05-11;Musterstraße 5;40213;Düsseldorf
11853;divers;1963-04-03;Musterstraße 59;44135;Dortmund
11854;männlich;1977-07-14;Musterstraße 6;45127;Essen
11855;männlich;1956-07-08;Musterstraße 17;70173;Stuttgart
11856;weiblich;2006-05-04;Musterstraße 13;80331;München
11857;männlich;1979-10-22;Musterstraße 60;44135;Dortmund
11858;weiblich;1989-12-11;Musterstraße 28;60311;Frankfurt
11859;divers;1977-07-02;Musterstraße 80;40213;Düsseldorf
11860;männlich;1952-10-08;Musterstraße 93;44135;Dortmund
11861;weiblich;1955-10-27;Musterstraße 5;80331;München
11862;divers;1973-05-21;Musterstraße 55;45127;Essen
11863;männlich;1956-10-24;Musterstraße 56;04109;Leipzig
11864;divers;1957-05-15;Musterstraße 71;04109;Leipzig
11865;divers;1944-09-21;Musterstraße 92;10115;Berlin
11866;weiblich;1947-02-24;Musterstraße 58;04109;Leipzig
11867;weiblich;1965-12-01;Musterstraße 90;04109;Leipzig
11868;männlich;1959-03-27;Musterstraße 23;50667;Köln
11869;weiblich;1953-09-04;Musterstraße 11;80331;München
11870;divers;1972-07-13;Musterstraße 43;45127;Essen
11871;männlich;1962-06-18;Musterstraße 65;10115;Berlin
11872;weiblich;1996-07-09;Musterstraße 79;50667;Köln
11873;männlich;2008-10-07;Musterstraße 71;44135;Dortmund
11874;divers;1994-08-09;Musterstraße 32;04109;Leipzig
11875;divers;1971-03-03;Musterstraße 10;45127;Essen
11876;weiblich;1973-07-26;Musterstraße 37;80331;München
11877;divers;1985-02-24;Musterstraße 81;40213;Düsseldorf
11878;männlich;2004-08-20;Musterstraße 99;04109;Leipzig
11879;männlich;1968-10-24;Musterstraße 11;50667;Köln
11880;divers;1940-04-14;Musterstraße 4;80331;München
11881;weiblich;1969-05-18;Musterstraße 62;80331;München
11882;weiblich;1959-12-19;Musterstraße 76;45127;Essen
11883;weiblich;1951-01-10;Musterstraße 82;70173;Stuttgart
11884;weiblich;1963-09-01;Musterstraße 81;50667;Köln
11885;weiblich;1985-05-13;Musterstraße 2;80331;München
11886;weiblich;1961-11-27;Musterstraße 53;45127;Essen
11887;divers;2002-03-13;Musterstraße 30;10115;Berlin
11888;weiblich;1971-09-19;Musterstraße 90;04109;Leipzig
11889;weiblich;1990-07-05;Musterstraße 80;60311;Frankfurt
11890;weiblich;1957-05-30;Musterstraße 6;60311;Frankfurt
11891;divers;1985-08-17;Musterstraße 25;04109;Leipzig
11892;weiblich;2008-01-05;Musterstraße 3;20095;Hamburg
11893;divers;1995-07-24;Musterstraße 16;40213;Düsseldorf
11894;männlich;2007-01-25;Musterstraße 47;80331;München
11895;divers;1962-05-13;Musterstraße 1;80331;München
11896;divers;2005-03-27;Musterstraße 26;04109;Leipzig
11897;männlich;1960-05-12;Musterstraße 64;04109;Leipzig
11898;männlich;1977-02-13;Musterstraße 13;44135;Dortmund
11899;weiblich;2001-02-09;Musterstraße 55;60311;Frankfurt
11900;männlich;1952-02-26;Musterstraße 54;80331;München
11901;divers;1968-10-03;Musterstraße 82;80331;München
11902;divers;1963-11-28;Musterstraße 49;44135;Dortmund
11903;weiblich;1954-11-13;Musterstraße 73;80331;München
11904;männlich;1974-06-28;Musterstraße 34;60311;Frankfurt
11905;männlich;2008-04-08;Musterstraße 34;40213;Düsseldorf
11906;männlich;1947-02-10;Musterstraße 98;45127;Essen
11907;divers;1985-09-23;Musterstraße 82;10115;Berlin
11908;divers;1982-04-09;Musterstraße 29;40213;Düsseldorf
11909;weiblich;1978-06-17;Musterstraße 74;04109;Leipzig
11910;männlich;2007-11-10;Musterstraße 60;80331;München
11911;männlich;1992-01-26;Musterstraße 92;60311;Frankfurt
11912;divers;1961-07-23;Musterstraße 5;50667;Köln
11913;männlich;1967-02-15;Musterstraße 88;50667;Köln
11914;divers;1962-12-15;Musterstraße 94;45127;Essen
11915;weiblich;1977-09-15;Musterstraße 67;44135;Dortmund
11916;männlich;1983-08-18;Musterstraße 42;10115;Berlin
11917;weiblich;1947-05-09;Musterstraße 40;80331;München
11918;divers;1969-06-10;Musterstraße 93;40213;Düsseldorf
11919;männlich;1974-08-16;Musterstraße 76;80331;München
11920;männlich;1969-07-20;Musterstraße 95;80331;München
11921;divers;1982-11-16;Musterstraße 39;60311;Frankfurt
11922;divers;1986-12-30;Musterstraße 18;60311;Frankfurt
11923;divers;1975-01-26;Musterstraße 32;50667;Köln
11924;weiblich;2003-08-10;Musterstraße 71;45127;Essen
11925;männlich;1999-08-27;Musterstraße 71;40213;Düsseldorf
11926;divers;1974-08-01;Musterstraße 14;70173;Stuttgart
11927;divers;1960-01-28;Musterstraße 27;45127;Essen
11928;weiblich;1981-04-17;Musterstraße 48;04109;Leipzig
11929;divers;1947-04-11;Musterstraße 33;60311;Frankfurt
11930;divers;1988-09-25;Musterstraße 97;60311;Frankfurt
11931;männlich;1999-06-11;Musterstraße 12;70173;Stuttgart
11932;divers;1964-11-18;Musterstraße 82;45127;Essen
11933;divers;1961-01-17;Musterstraße 54;20095;Hamburg
11934;weiblich;2005-02-06;Musterstraße 71;60311;Frankfurt
11935;divers;1952-01-13;Musterstraße 28;70173;Stuttgart
11936;weiblich;1991-05-14;Musterstraße 51;44135;Dortmund
11937;divers;1966-09-06;Musterstraße 49;80331;München
11938;männlich;1970-01-22;Musterstraße 22;70173;Stuttgart
11939;männlich;2001-01-15;Musterstraße 20;40213;Düsseldorf
11940;männlich;1999-02-24;Musterstraße 63;44135;Dortmund
11941;divers;1982-04-27;Musterstraße 87;04109;Leipzig
11942;divers;1989-06-26;Musterstraße 29;50667;Köln
11943;weiblich;1960-10-05;Musterstraße 70;44135;Dortmund
11944;männlich;1986-12-10;Musterstraße 97;70173;Stuttgart
11945;weiblich;1947-10-08;Musterstraße 82;70173;Stuttgart
11946;weiblich;1983-08-11;Musterstraße 47;20095;Hamburg
11947;weiblich;2008-02-10;Musterstraße 95;45127;Essen
11948;männlich;1975-09-10;Musterstraße 11;80331;München
11949;weiblich;1974-06-20;Musterstraße 92;40213;Düsseldorf
11950;divers;1951-02-27;Musterstraße 16;45127;Essen
11951;männlich;1972-04-17;Musterstraße 82;80331;München
11952;weiblich;2003-02-11;Musterstraße 61;80331;München
11953;männlich;1959-09-07;Musterstraße 13;50667;Köln
11954;weiblich;1990-01-07;Musterstraße 4;44135;Dortmund
11955;weiblich;1952-12-06;Musterstraße 4;80331;München
11956;männlich;1956-07-25;Musterstraße 51;50667;Köln
11957;weiblich;1947-04-07;Musterstraße 83;40213;Düsseldorf
11958;weiblich;1941-06-10;Musterstraße 55;04109;Leipzig
11959;männlich;2009-10-12;Musterstraße 87;60311;Frankfurt
11960;weiblich;2000-08-26;Musterstraße 36;60311;Frankfurt
11961;divers;2002-01-05;Musterstraße 73;04109;Leipzig
11962;männlich;1946-08-14;Musterstraße 28;80331;München
11963;divers;1976-06-20;Musterstraße 16;10115;Berlin
11964;männlich;1940-11-25;Musterstraße 46;40213;Düsseldorf
11965;divers;1994-12-04;Musterstraße 45;20095;Hamburg
11966;divers;1978-06-05;Musterstraße 60;04109;Leipzig
11967;divers;1953-03-31;Musterstraße 64;40213;Düsseldorf
11968;männlich;1999-02-28;Musterstraße 70;40213;Düsseldorf
11969;männlich;1962-09-30;Musterstraße 51;70173;Stuttgart
11970;divers;1963-09-01;Musterstraße 27;80331;München
11971;weiblich;2007-10-16;Musterstraße 73;20095;Hamburg
11972;weiblich;2008-03-22;Musterstraße 97;45127;Essen
11973;weiblich;1969-06-15;Musterstraße 98;40213;Düsseldorf
11974;weiblich;1971-01-10;Musterstraße 64;70173;Stuttgart
11975;weiblich;1985-10-08;Musterstraße 82;70173;Stuttgart
11976;divers;1985-02-02;Musterstraße 31;40213;Düsseldorf
11977;männlich;1964-05-30;Musterstraße 8;04109;Leipzig
11978;männlich;1983-09-06;Musterstraße 27;40213;Düsseldorf
11979;männlich;1969-07-22;Musterstraße 87;44135;Dortmund
11980;männlich;1973-02-22;Musterstraße 44;60311;Frankfurt
11981;divers;1996-07-09;Musterstraße 12;04109;Leipzig
11982;weiblich;1962-03-29;Musterstraße 10;44135;Dortmund
11983;weiblich;2003-01-06;Musterstraße 96;40213;Düsseldorf
11984;divers;1950-04-13;Musterstraße 31;40213;Düsseldorf
11985;divers;2002-01-04;Musterstraße 91;60311;Frankfurt
11986;divers;1994-05-31;Musterstraße 67;70173;Stuttgart
11987;männlich;1945-07-03;Musterstraße 9;44135;Dortmund
11988;männlich;1989-09-24;Musterstraße 35;20095;Hamburg
11989;männlich;1961-05-14;Musterstraße 76;50667;Köln
11990;divers;1985-08-04;Musterstraße 37;80331;München
11991;männlich;1967-02-18;Musterstraße 12;20095;Hamburg
11992;männlich;2005-06-11;Musterstraße 47;10115;Berlin
11993;männlich;1984-09-04;Musterstraße 64;44135;Dortmund
11994;weiblich;1940-01-12;Musterstraße 3;20095;Hamburg
11995;weiblich;1997-03-12;Musterstraße 75;50667;Köln
11996;divers;1981-05-26;Musterstraße 36;80331;München
11997;männlich;1992-07-18;Musterstraße 45;20095;Hamburg
11998;divers;1946-01-12;Musterstraße 71;50667;Köln
11999;weiblich;1956-03-27;Musterstraße 1;50667;Köln
12000;männlich;1955-06-10;Musterstraße 97;04109;Leipzig
12001;divers;1953-03-21;Musterstraße 12;50667;Köln
12002;männlich;1992-09-18;Musterstraße 51;04109;Leipzig
12003;weiblich;1957-09-06;Musterstraße 24;80331;München
12004;divers;1971-09-11;Musterstraße 57;10115;Berlin
12005;weiblich;1961-06-12;Musterstraße 24;80331;München
12006;divers;1961-08-05;Musterstraße 36;04109;Leipzig
12007;divers;1967-08-01;Musterstraße 24;44135;Dortmund
12008;divers;1987-11-10;Musterstraße 74;50667;Köln
12009;männlich;2003-08-03;Musterstraße 57;10115;Berlin
12010;divers;2003-04-12;Musterstraße 67;20095;Hamburg
12011;divers;1950-10-11;Musterstraße 17;45127;Essen
12012;divers;1940-10-02;Musterstraße 6;60311;Frankfurt
12013;männlich;1987-01-09;Musterstraße 46;04109;Leipzig
12014;männlich;1967-07-06;Musterstraße 30;80331;München
12015;divers;2003-07-03;Musterstraße 18;40213;Düsseldorf
12016;divers;1986-07-27;Musterstraße 59;04109;Leipzig
12017;männlich;1951-10-31;Musterstraße 59;04109;Leipzig
12018;divers;1982-07-24;Musterstraße 14;04109;Leipzig
12019;weiblich;1952-10-07;Musterstraße 28;70173;Stuttgart
12020;weiblich;2005-05-01;Musterstraße 17;50667;Köln
12021;weiblich;1960-01-05;Musterstraße 39;40213;Düsseldorf
12022;männlich;2006-07-01;Musterstraße 17;20095;Hamburg
12023;weiblich;1996-08-16;Musterstraße 88;10115;Berlin
12024;weiblich;1997-11-20;Musterstraße 23;60311;Frankfurt
12025;weiblich;1959-01-06;Musterstraße 50;70173;Stuttgart
12026;weiblich;1982-04-25;Musterstraße 13;70173;Stuttgart
12027;weiblich;2006-10-01;Musterstraße 24;45127;Essen
12028;weiblich;1989-06-07;Musterstraße 32;45127;Essen
12029;männlich;1941-06-11;Musterstraße 61;20095;Hamburg
12030;divers;1965-06-10;Musterstraße 15;10115;Berlin
12031;divers;1982-03-11;Musterstraße 90;44135;Dortmund
12032;weiblich;1962-01-27;Musterstraße 86;60311;Frankfurt
12033;männlich;2008-07-01;Musterstraße 30;80331;München
12034;divers;1958-02-24;Musterstraße 25;10115;Berlin
12035;divers;1994-01-16;Musterstraße 11;04109;Leipzig
12036;männlich;1984-02-07;Musterstraße 14;60311;Frankfurt
12037;divers;2003-09-06;Musterstraße 69;60311;Frankfurt
12038;divers;1977-11-26;Musterstraße 70;44135;Dortmund
12039;weiblich;1976-07-01;Musterstraße 29;70173;Stuttgart
12040;männlich;1956-06-10;Musterstraße 26;20095;Hamburg
12041;divers;1944-05-21;Musterstraße 4;80331;München
12042;divers;1970-01-10;Musterstraße 28;80331;München
12043;divers;1947-09-23;Musterstraße 58;40213;Düsseldorf
12044;weiblich;1951-10-28;Musterstraße 87;70173;Stuttgart
12045;männlich;1950-11-27;Musterstraße 60;10115;Berlin
12046;divers;1943-05-19;Musterstraße 11;44135;Dortmund
12047;divers;1961-10-30;Musterstraße 29;44135;Dortmund
12048;weiblich;2005-01-15;Musterstraße 25;80331;München
12049;divers;2004-07-15;Musterstraße 5;45127;Essen
12050;männlich;1980-11-11;Musterstraße 98;44135;Dortmund
12051;männlich;1954-11-06;Musterstraße 13;40213;Düsseldorf
12052;weiblich;1958-10-09;Musterstraße 36;04109;Leipzig
12053;männlich;2004-03-31;Musterstraße 40;50667;Köln
12054;divers;1968-12-07;Musterstraße 96;04109;Leipzig
12055;weiblich;2003-08-29;Musterstraße 67;20095;Hamburg
12056;weiblich;2004-04-23;Musterstraße 3;50667;Köln
12057;weiblich;1945-06-12;Musterstraße 2;04109;Leipzig
12058;weiblich;1945-12-31;Musterstraße 16;70173;Stuttgart
12059;weiblich;2007-03-20;Musterstraße 62;70173;Stuttgart
12060;männlich;1979-04-30;Musterstraße 43;50667;Köln
12061;weiblich;1951-09-01;Musterstraße 77;80331;München
12062;männlich;1983-10-31;Musterstraße 93;50667;Köln
12063;divers;1961-10-10;Musterstraße 4;04109;Leipzig
12064;weiblich;1993-05-22;Musterstraße 33;04109;Leipzig
12065;männlich;2007-07-15;Musterstraße 79;80331;München
12066;weiblich;1943-01-31;Musterstraße 64;60311;Frankfurt
12067;weiblich;1947-07-19;Musterstraße 12;70173;Stuttgart
12068;divers;1944-07-04;Musterstraße 70;04109;Leipzig
12069;weiblich;1954-05-06;Musterstraße 78;50667;Köln
12070;divers;1948-06-10;Musterstraße 3;70173;Stuttgart
12071;weiblich;1964-04-19;Musterstraße 19;10115;Berlin
12072;divers;1952-02-14;Musterstraße 96;60311;Frankfurt
12073;divers;1996-03-18;Musterstraße 56;70173;Stuttgart
12074;männlich;1990-02-25;Musterstraße 40;44135;Dortmund
12075;weiblich;1971-04-29;Musterstraße 15;70173;Stuttgart
12076;divers;1972-04-11;Musterstraße 64;10115;Berlin
12077;weiblich;1977-03-03;Musterstraße 79;50667;Köln
12078;divers;2005-11-22;Musterstraße 85;50667;Köln
12079;divers;1959-07-07;Musterstraße 40;10115;Berlin
12080;weiblich;1998-02-09;Musterstraße 59;70173;Stuttgart
12081;divers;1960-11-27;Musterstraße 72;20095;Hamburg
12082;divers;1943-03-26;Musterstraße 42;80331;München
12083;divers;1982-08-10;Musterstraße 38;04109;Leipzig
12084;divers;1959-11-11;Musterstraße 36;40213;Düsseldorf
12085;divers;1968-12-23;Musterstraße 87;60311;Frankfurt
12086;divers;1999-06-03;Musterstraße 60;50667;Köln
12087;divers;1941-03-18;Musterstraße 27;20095;Hamburg
12088;weiblich;1996-04-25;Musterstraße 86;80331;München
12089;männlich;1942-05-13;Musterstraße 99;44135;Dortmund
12090;männlich;1953-04-20;Musterstraße 49;04109;Leipzig
12091;weiblich;1989-02-14;Musterstraße 54;60311;Frankfurt
12092;divers;1955-02-01;Musterstraße 49;04109;Leipzig
12093;weiblich;1986-01-26;Musterstraße 46;10115;Berlin
12094;divers;1958-04-04;Musterstraße 52;50667;Köln
12095;weiblich;1977-12-10;Musterstraße 11;50667;Köln
12096;weiblich;1958-01-27;Musterstraße 50;40213;Düsseldorf
12097;divers;1979-10-29;Musterstraße 79;45127;Essen
12098;männlich;1960-04-04;Musterstraße 27;04109;Leipzig
12099;divers;1961-11-17;Musterstraße 52;50667;Köln
12100;weiblich;1942-06-28;Musterstraße 26;10115;Berlin
12101;divers;1976-07-12;Musterstraße 25;45127;Essen
12102;männlich;2002-02-08;Musterstraße 3;50667;Köln
12103;männlich;2000-10-17;Musterstraße 78;80331;München
12104;männlich;1977-03-11;Musterstraße 29;20095;Hamburg
12105;divers;1983-04-21;Musterstraße 67;50667;Köln
12106;divers;1953-09-21;Musterstraße 98;04109;Leipzig
12107;weiblich;1994-01-18;Musterstraße 1;20095;Hamburg
12108;divers;1945-06-18;Musterstraße 79;20095;Hamburg
12109;weiblich;1961-12-22;Musterstraße 14;45127;Essen
12110;divers;2004-04-09;Musterstraße 21;04109;Leipzig
12111;weiblich;1967-09-03;Musterstraße 84;45127;Essen
12112;weiblich;1965-07-28;Musterstraße 67;80331;München
12113;weiblich;2004-04-14;Musterstraße 36;10115;Berlin
12114;divers;1960-01-16;Musterstraße 61;45127;Essen
12115;weiblich;2000-05-23;Musterstraße 52;60311;Frankfurt
12116;männlich;1942-08-15;Musterstraße 65;45127;Essen
12117;männlich;2005-10-10;Musterstraße 83;20095;Hamburg
12118;weiblich;1977-07-05;Musterstraße 68;45127;Essen
12119;weiblich;1957-12-17;Musterstraße 39;80331;München
12120;männlich;1962-03-04;Musterstraße 46;80331;München
12121;weiblich;2002-05-22;Musterstraße 28;20095;Hamburg
12122;weiblich;1944-07-23;Musterstraße 96;44135;Dortmund
12123;divers;1955-11-25;Musterstraße 69;50667;Köln
12124;männlich;1940-09-28;Musterstraße 37;45127;Essen
12125;männlich;1994-10-29;Musterstraße 38;70173;Stuttgart
12126;weiblich;1950-11-01;Musterstraße 48;50667;Köln
12127;männlich;1952-12-08;Musterstraße 90;70173;Stuttgart
12128;männlich;1944-10-19;Musterstraße 53;80331;München
12129;männlich;1973-02-07;Musterstraße 88;20095;Hamburg
12130;weiblich;1959-04-07;Musterstraße 30;40213;Düsseldorf
12131;divers;1977-08-25;Musterstraße 6;44135;Dortmund
12132;männlich;1963-01-02;Musterstraße 67;70173;Stuttgart
12133;divers;1987-11-03;Musterstraße 98;80331;München
12134;männlich;1991-09-20;Musterstraße 26;60311;Frankfurt
12135;divers;1973-02-05;Musterstraße 39;70173;Stuttgart
12136;männlich;1956-06-12;Musterstraße 87;45127;Essen
12137;weiblich;1989-01-13;Musterstraße 75;20095;Hamburg
12138;weiblich;2002-10-22;Musterstraße 69;70173;Stuttgart
12139;divers;1961-12-23;Musterstraße 30;40213;Düsseldorf
12140;weiblich;1992-12-28;Musterstraße 96;04109;Leipzig
12141;divers;2007-01-29;Musterstraße 21;50667;Köln
12142;divers;1954-06-09;Musterstraße 25;20095;Hamburg
12143;männlich;1977-06-21;Musterstraße 16;80331;München
12144;weiblich;1944-11-13;Musterstraße 13;70173;Stuttgart
12145;divers;1983-01-30;Musterstraße 41;10115;Berlin
12146;weiblich;1940-03-14;Musterstraße 26;45127;Essen
12147;weiblich;1948-08-12;Musterstraße 16;70173;Stuttgart
12148;männlich;1940-05-23;Musterstraße 85;44135;Dortmund
12149;divers;1955-10-16;Musterstraße 78;60311;Frankfurt
12150;männlich;1991-06-13;Musterstraße 37;44135;Dortmund
12151;divers;1970-07-17;Musterstraße 20;50667;Köln
12152;männlich;1980-08-19;Musterstraße 19;20095;Hamburg
12153;männlich;2001-09-02;Musterstraße 52;60311;Frankfurt
12154;divers;1950-06-04;Musterstraße 84;44135;Dortmund
12155;divers;1955-12-18;Musterstraße 31;44135;Dortmund
12156;männlich;1947-05-10;Musterstraße 60;80331;München
12157;weiblich;1955-02-15;Musterstraße 47;80331;München
12158;divers;1962-10-20;Musterstraße 46;40213;Düsseldorf
12159;weiblich;1973-06-18;Musterstraße 91;40213;Düsseldorf
